91.187.93.166,443,AD,Andorra Telecom
94.228.170.207,443,AT,Aeza International LTD
95.163.153.29,443,AT,Aeza International LTD
95.163.153.230,10443,AT,Aeza International LTD
95.164.112.53,443,AT,Stark Industries Solutions
138.124.90.199,443,AT,Aeza International LTD
147.45.41.0,2053,AT,Aeza International
147.45.41.0,8880,AT,Aeza International LTD
147.45.41.9,443,AT,Aeza International LTD
147.45.41.114,443,AT,Aeza International LTD
147.45.41.139,8443,AT,Aeza International
147.45.41.182,443,AT,Aeza International LTD
147.45.41.192,443,AT,Aeza International LTD
147.45.41.198,2053,AT,Aeza International
147.45.71.73,443,AT,Aeza International LTD
147.45.71.143,2053,AT,Aeza International
147.45.71.143,8880,AT,Aeza International
147.45.71.169,8880,AT,Aeza International LTD
151.236.8.190,443,AT,EDIS IPv6 Infrastructure in Austria
178.22.31.65,443,AT,Global Connectivity Solutions Llp
178.22.31.200,443,AT,Global Connectivity Solutions Llp
178.115.236.219,5678,AT,H G CUSTOMERS NET
178.115.253.35,8080,AT,H G CUSTOMERS NET
185.106.94.49,443,AT,Aeza International LTD
185.106.94.58,443,AT,Aeza International LTD
185.106.94.67,443,AT,Aeza International
185.106.94.70,443,AT,Aeza International LTD
185.106.94.104,443,AT,Aeza International LTD
185.106.94.108,8443,AT,Aeza International
185.106.94.110,443,AT,Aeza International LTD
185.106.94.115,443,AT,Aeza International LTD
185.106.94.120,443,AT,Aeza International LTD
185.106.94.128,443,AT,Aeza International LTD
185.106.94.159,443,AT,Aeza International LTD
185.106.94.180,443,AT,Aeza International LTD
185.106.94.200,443,AT,Aeza International LTD
185.106.94.218,443,AT,Aeza International LTD
185.106.94.251,443,AT,Aeza International LTD
185.106.94.252,8443,AT,Aeza International
185.121.134.207,443,AT,Baxet Group Inc
185.196.176.77,4145,AT,Planet Digital Lichtewllenleiternetz Errichtungs Und Betrieb GmbH Co Kg
185.202.7.161,1455,AT,Michael Gamsjaeger
185.217.197.17,8443,AT,Aeza International
185.217.197.23,443,AT,Aeza International LTD
185.217.197.108,443,AT,Aeza International LTD
185.217.197.143,443,AT,Aeza International LTD
185.217.197.148,443,AT,Aeza International LTD
185.217.197.164,2053,AT,Aeza International
185.217.197.166,443,AT,Aeza International LTD
185.217.197.217,443,AT,Aeza International LTD
185.236.202.170,3128,AT,M Vienna
185.236.202.205,3128,AT,M Vienna
193.219.97.186,2053,AT,Alwyzon, a trading name of Hohl IT e.U.
193.233.232.39,443,AT,Aeza International LTD
193.233.232.125,443,AT,Aeza International LTD
193.233.232.158,443,AT,Aeza International LTD
193.233.232.201,8080,AT,Aeza International LTD
193.233.233.31,443,AT,Aeza International LTD
193.233.233.52,443,AT,Aeza International LTD
193.233.233.105,443,AT,Aeza International LTD
193.233.233.111,443,AT,Aeza International LTD
193.233.233.148,443,AT,Aeza International LTD
193.233.233.153,443,AT,Aeza International LTD
193.233.233.202,443,AT,Aeza International LTD
193.233.233.235,2053,AT,Aeza International
194.182.187.78,1080,AT,Akenes SA
194.182.187.78,3128,AT,Akenes SA
212.113.106.40,2053,AT,Aeza International
212.113.106.40,8443,AT,Aeza International
212.113.106.94,2083,AT,Aeza International LTD
212.113.106.94,8443,AT,Aeza International LTD
212.113.106.146,443,AT,Aeza International LTD
212.113.106.181,443,AT,Aeza International LTD
212.113.106.229,443,AT,Aeza International LTD
212.113.119.41,443,AT,Aeza International LTD
213.33.2.28,80,AT,A1 Telekom Austria AG
213.33.126.130,80,AT,Gebrueder Weiss Paketdienst GmbH
213.143.113.82,80,AT,Wienenergie GmbH
213.176.94.50,443,AT,Aeza International LTD
213.176.94.108,443,AT,Aeza International LTD
213.176.94.146,443,AT,Aeza International LTD
213.176.94.158,443,AT,Aeza International LTD
213.176.94.172,443,AT,Aeza International LTD
213.176.94.176,443,AT,Aeza International LTD
213.176.94.206,443,AT,Aeza International LTD
213.176.94.230,443,AT,Aeza International LTD
213.176.94.250,443,AT,Aeza International LTD
3.24.58.156,3128,AU,Amazon Corporate Services Pty LTD
3.24.174.233,443,AU,Amazoncom
3.24.178.81,80,AU,Amazon Corporate Services Pty LTD
3.106.116.226,443,AU,Amazoncom
5.61.31.250,2053,AU,2slink GmbH
5.61.31.250,8443,AU,2slink GmbH
13.54.198.183,443,AU,Amazoncom
20.37.207.8,8080,AU,Microsoft Corporation
20.42.220.37,2053,AU,Microsoft Azure
20.42.220.37,8443,AU,Microsoft Azure
27.54.71.234,8080,AU,CNTCorp
34.129.143.229,8080,AU,Google LLC
45.32.245.32,443,AU,Vultr
45.77.236.204,443,AU,The Constant Company LLC
45.122.228.10,8899,AU,Origin Net Pty LTD
47.74.64.65,80,AU,Alibaba Cloud Au
47.74.64.65,555,AU,Alibaba Cloud Au
47.74.64.65,1000,AU,Alibaba Cloud Au
47.74.64.65,2080,AU,Alibaba Cloud Au
47.74.64.65,5678,AU,Alibaba Cloud Au
47.74.64.65,7777,AU,Alibaba Cloud Au
47.74.64.65,8888,AU,Alibaba Cloud Au
47.74.64.65,9000,AU,Alibaba Cloud Au
47.74.71.208,100,AU,Alibaba Cloud Au
47.74.71.208,2000,AU,Alibaba Cloud Au
47.74.71.208,3388,AU,Alibaba Cloud Au
47.74.71.208,5678,AU,Alibaba Cloud Au
47.74.71.208,8081,AU,Alibaba Cloud Au
47.74.71.208,8090,AU,Alibaba Cloud Au
47.74.71.208,20000,AU,Alibaba Cloud Au
51.161.130.195,41157,AU,OVH Australia Pty LTD
51.161.130.195,57398,AU,OVH Australia Pty LTD
51.161.131.84,41597,AU,OVH Australia Pty LTD
51.161.131.84,56938,AU,OVH Australia Pty LTD
51.161.134.202,2053,AU,OVH Australia PTY LTD
51.161.134.202,8443,AU,OVH Australia PTY LTD
52.64.139.84,443,AU,Amazon Corporate Services Pty Ltd
54.79.127.144,443,AU,Amazon Corporate Services Pty Ltd
54.79.133.41,443,AU,Amazoncom
54.153.174.109,443,AU,Amazon Corporate Services Pty Ltd
61.29.96.146,80,AU,Aapt Limited
61.29.96.146,8000,AU,Aapt Limited
67.219.99.29,7000,AU,The Constant Company  LLC
82.97.246.189,443,AU,TimeWeb
82.115.19.143,443,AU,BitCommand
82.115.20.237,2053,AU,BitCommand
82.115.20.237,8443,AU,BitCommand
91.108.241.22,2053,AU,AEZA INTERNATIONAL LTD
91.108.241.114,2053,AU,AEZA INTERNATIONAL LTD
91.108.241.188,5002,AU,AEZA INTERNATIONAL LTD
91.108.241.211,2053,AU,AEZA INTERNATIONAL LTD
91.108.241.211,8449,AU,AEZA INTERNATIONAL LTD
95.111.218.129,8443,AU,UpCloud Ltd
101.185.129.64,5678,AU,Telstra Corporation
103.65.140.115,12224,AU,Zgx
110.147.230.122,5678,AU,Telstra Limited
118.208.188.18,10684,AU,TPG Internet
119.17.42.150,8080,AU,Broadband Solutions Pty LTD
122.151.193.136,4153,AU,Vocus Australia
123.3.141.167,80,AU,Delos Cloud GmbH
125.7.24.251,443,AU,Macquarie Telecom
130.162.193.183,15401,AU,Oracle Cloud
139.99.197.2,3128,AU,OVH Australia Pty LTD
139.99.236.163,443,AU,OVH Australia PTY LTD
139.99.238.83,8080,AU,OVH Australia Pty LTD
139.99.244.154,80,AU,OVH Australia Pty LTD
140.238.207.22,80,AU,Oracle Public Cloud
144.137.217.187,80,AU,Telstra Limited
149.28.162.204,443,AU,Vultr
152.67.99.80,80,AU,Oracle Public Cloud
152.67.99.162,443,AU,Oracle Public Cloud
152.67.101.72,23010,AU,Oracle Cloud
152.67.102.161,19286,AU,Oracle Cloud
152.67.125.174,443,AU,Oracle Public Cloud
152.69.165.68,44242,AU,Oracle Cloud
152.69.174.99,25248,AU,Oracle Corporation
154.26.155.98,24726,AU,Contabo Asia Private
163.5.194.26,80,AU,Private Customer
170.64.152.77,7443,AU,DigitalOcean, LLC
170.64.165.229,20443,AU,Digital Ocean
170.64.177.127,2053,AU,Digital Ocean
170.64.192.191,31257,AU,DigitalOcean LLC
170.64.205.132,443,AU,Digital Ocean
170.64.240.100,443,AU,Digital Ocean, Inc.
172.105.174.237,587,AU,Akamai Connected Cloud
172.236.43.104,2053,AU,Akamai Connected Cloud
180.200.129.116,37215,AU,TransACT Capital Communications
192.9.177.204,443,AU,Oracle Cloud
192.9.179.194,24499,AU,Oracle Corporation
192.9.180.162,443,AU,Oracle Cloud
192.9.183.128,45673,AU,Oracle Corporation
192.9.184.12,1010,AU,Oracle Corporation
192.9.184.12,1013,AU,Oracle Corporation
192.9.190.80,23862,AU,Oracle Cloud
202.133.89.8,443,AU,BitCommand
203.57.51.53,80,AU,Mammoth Media Pty LTD
203.96.177.211,51694,AU,Shock Hosting LLC
203.96.177.211,57653,AU,Shock Hosting LLC
203.194.21.241,4153,AU,ACADEMY OF INTERACTIVE ENTERTAINMENT
203.206.235.153,50042,AU,Iinet Limited
203.219.13.251,443,AU,Superloop
207.148.80.190,443,AU,The Constant Company, LLC
209.38.16.180,4002,AU,Digital Ocean
209.38.16.180,14235,AU,Digital Ocean
209.38.27.6,443,AU,Digital Ocean
209.38.27.120,443,AU,Digital Ocean, Inc.
212.81.47.154,2053,AU,Datacamp
212.81.47.154,8443,AU,Datacamp
220.233.27.127,80,AU,Exetel Adsl Users
81.17.94.50,34300,AZ,Bakinternet Network
81.17.94.50,47163,AZ,Bakinternet Network
85.132.37.9,1313,AZ,Delta Satellite Network
109.205.214.8,443,AZ,Kuroit
185.32.47.105,4153,AZ,IZONE LLC
185.43.189.182,3629,AZ,Caspian Telecom LLC
213.172.89.227,4153,AZ,Azeurotel Telecommunications
5.149.81.90,8080,BA,DSL END USERS
45.196.150.195,5432,BA,MEDIA SKY
45.196.150.222,5432,BA,MEDIA SKY
45.196.151.62,5432,BA,MEDIA SKY
45.196.151.73,5432,BA,MEDIA SKY
45.196.151.84,5432,BA,MEDIA SKY
78.28.152.111,80,BA,Used for Backbone Equipment
78.28.152.113,80,BA,Used for Backbone Equipment
80.65.80.230,5678,BA,Bh Telecom D.D. Sarajevo
93.157.196.58,8080,BA,Dsl elektronika D.O.O.
194.53.158.57,53281,BA,Avax Net Doo Za Telekomunikacije  Racunarski Inzenjering  Konsalting I Promet Lukavac
212.39.114.139,5678,BA,Htnet
27.147.132.123,888,BD,Link Technologies Limited
27.147.132.124,888,BD,Link Technologies Limited
27.147.144.122,4153,BD,Corporate Subscriber
27.147.145.51,1088,BD,Corporate Subscriber
27.147.149.130,52596,BD,Corporate Subscriber
27.147.157.77,6969,BD,Corporate Subscriber
27.147.158.238,8674,BD,Corporate Subscriber
27.147.164.180,8674,BD,Retail Subscriber
27.147.185.219,8090,BD,Retail Subscriber
27.147.209.215,8080,BD,Retail NAT
27.147.221.140,5678,BD,Retail Subscriber
27.147.239.162,888,BD,Link Technologies Limited
27.147.239.162,35010,BD,Link Technologies Limited
43.239.75.102,4145,BD,Comilla Online
43.243.204.106,35805,BD,Bdcom Online Limited
45.115.115.146,31141,BD,DRIK ICT LIMITED
45.125.222.125,47239,BD,Carnival Internet
58.84.32.118,5678,BD,Weblink Communications LTD
59.153.101.83,1088,BD,Dot Internet
101.2.166.218,1088,BD,Chittagong Online Limited.
103.4.118.130,5678,BD,Adn Telecom Limited.
103.5.232.148,8080,BD,Chittagong Online Limited.
103.9.134.148,5678,BD,Loopback Address
103.15.140.121,44759,BD,Icc Communication Ltd.
103.19.130.50,8080,BD,Info Link
103.23.41.110,30058,BD,Intercloud LTD
103.23.204.146,4673,BD,Maya Corporate Client Wan Ip
103.28.121.58,80,BD,Bangladesh Research And Education Network bdren
103.28.121.58,3128,BD,Bangladesh Research And Education Network bdren
103.35.108.89,5020,BD,Nationwide ISP Iptsp
103.35.108.113,5020,BD,Nationwide ISP Iptsp
103.35.108.190,5020,BD,Nationwide ISP Iptsp
103.42.228.62,8080,BD,SKYNET CHOWMUHANI
103.49.114.195,8080,BD,APON COMPUTER TRAINING INSTITUTE
103.49.202.252,80,BD,BTS COMMUNICATIONS LTD.
103.54.43.131,8080,BD,THE NET HEADS
103.69.151.189,8080,BD,Retail And Corporate Customers
103.72.198.132,82,BD,Rongdhonu Online Network
103.78.52.130,4153,BD,Allocated for Internet home Customer
103.78.54.10,4153,BD,Allocated for Internet home Customer
103.78.54.13,4153,BD,Allocated for Internet home Customer
103.81.172.34,443,BD,ADN Telecom
103.82.8.193,4153,BD,Fnf Online
103.82.8.197,4153,BD,Fnf Online
103.82.8.237,4153,BD,Fnf Online
103.82.11.237,4153,BD,Fnf Online
103.83.232.122,80,BD,ROUTE OBJECT FOR 10 . . .0
103.86.109.38,443,BD,Mahfujul Haque ta Expert Online
103.86.198.222,4153,BD,Maisha Bd Net
103.95.97.42,4153,BD,Cosmopolitan Communications Limited
103.95.97.43,4153,BD,Cosmopolitan Communications Limited
103.95.97.50,4153,BD,Cosmopolitan Communications Limited
103.95.97.53,4153,BD,Cosmopolitan Communications Limited
103.95.98.33,1088,BD,Cosmopolitan Communications Limited
103.103.89.85,8090,BD,Easy Net
103.106.236.200,5678,BD,Carnival Internet
103.106.240.18,96,BD,Asian Network
103.109.57.250,8889,BD,Asiatel Network Limited
103.109.59.109,1080,BD,Hello Tech Limited
103.109.212.85,1080,BD,Bismillah Telecom Service
103.112.130.38,9091,BD,Sayem Online Communication  Internet Service Provider
103.112.149.41,8080,BD,Royalnet
103.113.12.90,4673,BD,Dream.NET
103.114.97.98,8999,BD,SKYNET CHOWMUHANI
103.115.253.253,443,BD,Star Internet Service
103.115.255.94,36331,BD,Star Internet Service
103.115.255.225,36331,BD,Star Internet Service
103.116.118.10,4145,BD,Gazipur Network System
103.117.192.10,80,BD,Digicon Telecommunication LTD
103.118.78.194,80,BD,Vision Technologies Ltd.
103.118.152.12,8080,BD,Next Gen Online
103.120.146.32,5678,BD,Hostroyale Technologies Pvt LTD
103.121.39.82,1080,BD,Digital Dot Net Broadband
103.121.39.158,1080,BD,Digital Dot Net Broadband
103.121.62.2,5678,BD,North Bengal Online
103.121.195.12,61221,BD,Bangladesh University of Professionals bup
103.123.8.46,80,BD,Royal Green Limited
103.123.168.165,83,BD,Sajid Trading Ltd.
103.125.28.90,80,BD,City Link Communication
103.125.138.203,8080,BD,Rupali Bank Limited
103.127.1.13,80,BD,Chittagong Focus Online
103.127.1.130,80,BD,Chittagong Focus Online
103.127.56.236,5678,BD,Unified Core Limited
103.129.115.241,8080,BD,Computer Mate
103.129.201.158,8080,BD,Weblink Communications LTD
103.130.112.113,80,BD,POTATO INTERNET
103.132.92.110,1080,BD,Premium Connectivity Limited
103.133.203.211,8080,BD,Antaranga Networks
103.134.38.89,5678,BD,PEEREX NETWORKS LTD.
103.134.241.236,8080,BD,MUX TECHNOLOGIES
103.135.135.197,34432,BD,Icc Communication Ltd.
103.137.75.74,80,BD,Novus Network
103.137.160.186,8090,BD,Top Network
103.138.27.250,6000,BD,Xplore Net Bd
103.138.123.65,8090,BD,RL CAFE NET
103.139.144.105,8080,BD,Rego Communications LTD
103.140.205.201,1080,BD,Novus Network
103.141.70.18,8080,BD,Digital One Broadband Internet Service
103.144.42.130,3128,BD,Friends Cable Net
103.144.201.92,8080,BD,Solution
103.145.247.18,8080,BD,Puspita Telecom
103.146.2.151,33333,BD,Sylhet net Broadband
103.146.17.241,80,BD,STAR COMMUNICATION
103.147.182.36,80,BD,DHAKACOLO PVT. LIMITED.
103.148.51.19,8080,BD,C Net Broadband
103.150.18.218,80,BD,Windstream Communication LTD
103.150.69.9,6969,BD,Windstream Communication Ltd.
103.150.69.9,8080,BD,Windstream Communication Ltd.
103.152.104.228,1080,BD,Pan M Tech Limited
103.153.154.6,80,BD,Pabna Cable Vision Dot Net
103.159.219.50,5678,BD,Trust Innovation Limited
103.160.17.38,5678,BD,POTATO INTERNET
103.162.50.13,8080,BD,Exabyte Ltd.
103.163.51.254,80,BD,Vision Blue Communication
103.166.39.201,3629,BD,Fast Network
103.166.39.210,3629,BD,Fast Network
103.166.253.57,83,BD,Sajid Trading Limited
103.170.185.226,80,BD,Asian Network
103.173.31.98,8080,BD,Shamibag Broadband Internet
103.174.150.58,1080,BD,A 1   Dhamrai Bazar  Dhamrai  Dhaka 1 0
103.178.94.107,80,BD,Khilgaon Dot Net
103.179.58.122,80,BD,Digital Dotnet
103.179.124.226,1080,BD,Ran Online
103.180.113.217,8080,BD,Discovery Internet Madhabdi
103.180.203.1,8085,BD,City Online
103.180.203.25,8085,BD,City Online
103.180.203.133,6969,BD,City Online
103.182.213.13,8080,BD,Md.ibrahim T a Rapid Network
103.182.213.100,80,BD,Md.ibrahim T a Rapid Network
103.192.158.199,8080,BD,City Online Ltd.
103.195.140.18,9096,BD,First N Fast IT LTD
103.197.48.54,9898,BD,Weblink Communications LTD
103.210.57.243,80,BD,Anik Computer Networking
103.213.242.35,34432,BD,Golam Mohammad T a communication
103.213.242.36,34432,BD,Golam Mohammad T a communication
103.218.188.2,80,BD,Media Online
103.220.206.138,59417,BD,Ks Network
103.221.254.59,1088,BD,University of Dhaka
103.221.254.102,48146,BD,University of Dhaka
103.221.254.102,54409,BD,University of Dhaka
103.229.83.106,6789,BD,Rb Bd Internet
103.229.85.209,4145,BD,COMILLA BD
103.230.62.146,12391,BD,Next Online LTD
103.230.180.74,1080,BD,Uttara Retail Networks
103.231.177.120,5020,BD,Aamra Management Solution
103.234.24.40,5678,BD,10 . . .0 BTS
103.234.24.42,9990,BD,10 . . .0 BTS
103.234.26.163,9990,BD,10 . . .0 BTS
103.234.27.78,1080,BD,10 . . .0 BTS
103.234.27.154,1080,BD,10 . . .0 BTS
103.234.27.158,1080,BD,10 . . .0 BTS
103.234.27.164,1080,BD,10 . . .0 BTS
103.234.27.168,1080,BD,10 . . .0 BTS
103.234.27.194,8080,BD,10 . . .0 BTS
103.234.27.221,9990,BD,10 . . .0 BTS
103.237.78.102,4995,BD,Combined Soft
103.245.204.42,8080,BD,Next Online Limited
103.245.204.214,8080,BD,Next Online Limited
103.248.14.178,30058,BD,Intercloud LTD
111.221.0.118,8674,BD,Md. Emdadul Hoque Molla
113.212.108.107,8080,BD,City Online Ltd.
114.130.175.18,8080,BD,Bangladesh Telegraph Telephone Board
114.134.90.43,5678,BD,Md. Emdadul Hoque Molla
115.69.214.68,5678,BD,Nreach Net pvt. LTD
115.127.13.209,1088,BD,Bracnet Limited
115.127.19.193,8674,BD,Bracnet Limited
115.127.23.138,1088,BD,Bracnet Limited
115.127.30.28,8674,BD,Bracnet Limited
115.127.31.66,8080,BD,Bracnet Limited
115.127.31.163,9990,BD,Bracnet Limited
115.127.34.26,1088,BD,Bracnet Limited
115.127.36.190,222,BD,Bracnet Limited
115.127.36.190,1088,BD,Bracnet Limited
115.127.62.50,1088,BD,Bracnet Limited
115.127.63.41,1080,BD,Bracnet Limited
115.127.64.49,10800,BD,Bracnet Limited
115.127.65.174,8674,BD,Bracnet Limited
115.127.75.154,1088,BD,Bracnet Limited
115.127.77.3,9990,BD,Bracnet Limited
115.127.77.164,9990,BD,Bracnet Limited
115.127.79.234,8080,BD,Bracnet Limited
115.127.80.1,9090,BD,Bracnet Limited
115.127.82.138,9090,BD,Bracnet Limited
115.127.83.142,1088,BD,Bracnet Limited
115.127.83.142,1234,BD,Bracnet Limited
115.127.87.245,10800,BD,Bracnet Limited
115.127.88.138,8674,BD,Bracnet Limited
115.127.95.81,8080,BD,Bracnet Limited
115.127.105.75,5020,BD,Bracnet Limited
115.127.106.226,1088,BD,Bracnet Limited
115.127.106.226,9990,BD,Bracnet Limited
115.127.107.217,1085,BD,Bracnet Limited
115.127.110.218,9990,BD,Bracnet Limited
115.127.114.209,5020,BD,Bracnet Limited
115.127.121.0,9990,BD,Bracnet Limited
115.127.122.100,8080,BD,Bracnet Limited
115.127.133.90,1080,BD,Bracnet Limited
115.127.138.18,1080,BD,Bracnet Limited
116.68.196.6,9990,BD,Customer Allocation for Gulshan Zone
116.68.196.237,9990,BD,Customer Allocation for Gulshan Zone
116.204.151.157,8080,BD,Digicon Telecommunication Ltd.
118.67.216.94,4145,BD,Intercloud LTD
118.67.220.225,4145,BD,Intercloud LTD
118.179.23.82,32650,BD,bdHUB
118.179.151.57,5020,BD,Dhakacom Limited
118.179.195.20,4145,BD,Dhakacom Limited
119.18.146.114,5020,BD,Bbts Network
119.18.146.139,4153,BD,Bbts Network
119.18.149.9,5020,BD,Bbts Network
119.18.149.34,8080,BD,Bbts Network
119.148.1.41,9990,BD,Customer Allocation for Navana Zone
119.148.8.54,9990,BD,Customer Allocation for Baridhara Zone
119.148.12.1,9898,BD,Customer Allocation for Motijeel Zone
119.148.13.241,9990,BD,Customer Allocation for Ip Telephony
119.148.25.153,9990,BD,Wimax Customer Allocation for Dhaka Zone
119.148.31.81,9990,BD,Wimax Customer Allocation for Dhaka Zone
119.148.36.249,9898,BD,Wimax Customer Allocation for Dhaka Zone
119.148.39.241,9990,BD,Wimax Customer Allocation for Dhaka Zone
119.148.40.186,9990,BD,Wimax Customer Allocation for Dhaka Zone
119.148.45.185,7878,BD,Wimax Customer Allocation for Dhaka Zone
119.148.55.89,1419,BD,Wimax Customer Allocation for Ctg Zone
119.148.103.1,4153,BD,Maisha Net Customer
121.200.60.122,4153,BD,DRIK ICT LIMITED
121.200.60.198,8010,BD,DRIK ICT LIMITED
121.200.62.246,4153,BD,Drik cns Lalmatia
121.200.63.26,10801,BD,Drik cns Lalmatia
121.200.63.38,4153,BD,Drik cns Lalmatia
122.152.53.25,5678,BD,Innovative Online Ltd.
123.49.53.170,5678,BD,Btcl Interface With Its Fixed Intelligent Network
123.200.5.146,57775,BD,Corporate Subscriber
123.200.6.226,8080,BD,Corporate Subscriber
123.200.14.194,8080,BD,Corporate Subscriber
137.59.51.113,1080,BD,Bijoy Online LTD
163.53.150.138,1080,BD,Intercloud LTD
175.29.174.242,10800,BD,Access Telecom bd LTD
175.29.178.34,10808,BD,Access Telecom bd LTD
175.29.188.126,9090,BD,Access Telecom bd LTD
180.211.179.126,8080,BD,Btcl Info bahan porject
180.211.183.2,8080,BD,Btcl Info bahan porject
180.211.186.158,8080,BD,Btcl Info bahan porject
180.211.191.182,8080,BD,Btcl Info bahan porject
180.211.193.18,4153,BD,Btcl Info bahan porject
182.160.105.46,14157,BD,Assigned for Safura Pop Customers
182.160.110.154,9898,BD,Assigned for Karwan Bazar Pop Customers
182.160.116.125,1088,BD,Assigned for Mirpur 1 Pop Customers
182.160.125.90,41890,BD,Assigned for Gulshan 1 Pop Customers
182.160.126.106,9990,BD,Assigned for Gulshan 1 Pop Customers
182.252.66.205,9990,BD,Wimax Customer Allocation for Agni Dhaka Zone ag
182.252.66.206,9990,BD,Wimax Customer Allocation for Agni Dhaka Zone ag
202.4.125.221,1088,BD,Dhakacom Limited
202.5.36.164,5020,BD,Bbts New Block
202.5.40.21,5020,BD,Bbts New Block
202.40.177.69,80,BD,Nationwide ISP Iptsp
202.40.177.186,1088,BD,Nationwide ISP Iptsp
202.40.178.34,2930,BD,Nationwide ISP Iptsp
202.40.179.34,9090,BD,Nationwide ISP Iptsp
202.40.179.138,6969,BD,Nationwide ISP Iptsp
202.40.181.220,31247,BD,Nationwide ISP Iptsp
202.40.185.146,8080,BD,Nationwide ISP Iptsp
202.40.186.26,1080,BD,Nationwide ISP Iptsp
202.40.186.66,1088,BD,Nationwide ISP Iptsp
202.40.186.157,4145,BD,Nationwide ISP Iptsp
202.53.166.201,8990,BD,Agni Server Group
202.74.48.66,1088,BD,InfoLink
202.74.243.182,228,BD,Aamra Networks Limited
203.89.126.250,80,BD,SB NETWORK
203.95.220.33,4153,BD,Mazeda Networks Limited
203.112.223.126,5678,BD,Bangladesh Telegraph Telephone Board
203.112.223.126,8080,BD,Bangladesh Telegraph Telephone Board
203.188.245.98,52837,BD,HOME BROADBAND
203.202.245.99,9990,BD,Aamra Networks Limited
203.202.252.149,1200,BD,Aamra Networks Limited
203.202.253.186,58309,BD,Aamra Networks Limited
220.152.112.150,1088,BD,SPEED LINK BD
220.152.114.161,34432,BD,STK APEX IT SERVICES
220.247.162.25,9990,BD,0. .1 0.0 BTS
220.247.162.70,9990,BD,0. .1 0.0 BTS
220.247.163.185,9990,BD,0. .1 0.0 BTS
220.247.165.142,9990,BD,0. .1 0.0 BTS
220.247.167.61,9990,BD,0. .1 .0 BTS
34.22.142.117,443,BE,Google LLC
34.22.190.30,443,BE,Google Cloud
34.140.70.242,8080,BE,Google LLC
35.210.99.51,443,BE,Google LLC
38.180.86.246,443,BE,3NT SOLUTIONS LLP
45.83.20.29,443,BE,WorkTitans B.V.
45.83.20.155,2053,BE,WorkTitans B.V.
45.83.20.155,8443,BE,WorkTitans B.V.
45.128.133.65,1080,BE,ESTNOC GLOBAL
45.128.133.141,1080,BE,ESTNOC GLOBAL
45.128.133.199,1080,BE,ESTNOC GLOBAL
45.128.133.209,1080,BE,ESTNOC GLOBAL
45.128.133.241,1080,BE,ESTNOC GLOBAL
78.20.209.210,443,BE,Telenet N.V. Residentials
93.185.165.63,443,BE,Sc Infotech-grup
95.164.62.196,443,BE,Stark Industries Solutions
141.98.233.8,2053,BE,GLOBAL CONNECTIVITY SOLUTIONS LLP
141.98.233.44,2053,BE,GLOBAL CONNECTIVITY SOLUTIONS LLP
